plan;supply_date_start;supply_date_end;amount
yearly;2019-07-27;2020-07-27 00:00:00;119
yearly;2019-07-27;2020-07-27 00:00:00;119
yearly;2019-07-27;2020-07-27 00:00:00;119
monthly;2019-07-27;2019-08-27 00:00:00;12
monthly;2019-07-27;2019-08-27 00:00:00;12
monthly;2019-07-27;2019-08-27 00:00:00;12
yearly;2019-07-27;2020-07-27 00:00:00;119
yearly;2019-07-27;2020-07-27 00:00:00;119
monthly;2019-07-27;2019-08-27 00:00:00;12
monthly;2019-07-27;2019-08-27 00:00:00;12
yearly;2019-07-27;2020-07-27 00:00:00;119
monthly;2019-07-27;2019-08-27 00:00:00;12
monthly;2019-07-27;2019-08-27 00:00:00;12
monthly;2019-07-27;2019-08-27 00:00:00;12
monthly;2019-07-27;2019-08-27 00:00:00;12
yearly;2019-07-27;2020-07-27 00:00:00;119
monthly;2019-07-27;2019-08-27 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
yearly;2019-07-28;2020-07-28 00:00:00;119
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
yearly;2019-07-28;2020-07-28 00:00:00;119
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
yearly;2019-07-28;2020-07-28 00:00:00;119
yearly;2019-07-28;2020-07-28 00:00:00;119
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
yearly;2019-07-28;2020-07-28 00:00:00;119
yearly;2019-07-28;2020-07-28 00:00:00;119
yearly;2019-07-28;2020-07-28 00:00:00;119
yearly;2019-07-28;2020-07-28 00:00:00;119
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
yearly;2019-07-28;2020-07-28 00:00:00;119
yearly;2019-07-28;2020-07-28 00:00:00;119
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
monthly;2019-07-28;2019-08-28 00:00:00;12
yearly;2019-07-29;2020-07-29 00:00:00;119
yearly;2019-07-29;2020-07-29 00:00:00;119
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
yearly;2019-07-29;2020-07-29 00:00:00;119
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
monthly;2019-07-29;2019-08-29 00:00:00;12
yearly;2019-07-29;2020-07-29 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-30;2020-07-30 00:00:00;119
yearly;2019-07-30;2020-07-30 00:00:00;119
yearly;2019-07-30;2020-07-30 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-30;2020-07-30 00:00:00;119
yearly;2019-07-30;2020-07-30 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-30;2020-07-30 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-30;2020-07-30 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-30;2020-07-30 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-30;2020-07-30 00:00:00;119
yearly;2019-07-30;2020-07-30 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-30;2020-07-30 00:00:00;119
yearly;2019-07-30;2020-07-30 00:00:00;119
monthly;2019-07-30;2019-08-30 00:00:00;12
yearly;2019-07-31;2020-07-31 00:00:00;119
yearly;2019-07-31;2020-07-31 00:00:00;119
monthly;2019-07-31;2019-08-31 00:00:00;12
yearly;2019-07-31;2020-07-31 00:00:00;119
monthly;2019-07-31;2019-08-31 00:00:00;12
yearly;2019-07-31;2020-07-31 00:00:00;119
monthly;2019-07-31;2019-08-31 00:00:00;12
yearly;2019-07-31;2020-07-31 00:00:00;119
yearly;2019-07-31;2020-07-31 00:00:00;119
yearly;2019-07-31;2020-07-31 00:00:00;119
monthly;2019-07-31;2019-08-31 00:00:00;12
yearly;2019-07-31;2020-07-31 00:00:00;119
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
yearly;2019-07-31;2020-07-31 00:00:00;119
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
monthly;2019-07-31;2019-08-31 00:00:00;12
yearly;2019-07-31;2020-07-31 00:00:00;119
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
monthly;2019-08-01;2019-09-01 00:00:00;12
monthly;2019-08-01;2019-09-01 00:00:00;12
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
monthly;2019-08-01;2019-09-01 00:00:00;12
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
monthly;2019-08-01;2019-09-01 00:00:00;12
monthly;2019-08-01;2019-09-01 00:00:00;12
yearly;2019-08-01;2020-08-01 00:00:00;119
yearly;2019-08-01;2020-08-01 00:00:00;119
yearly;2019-08-01;2020-08-01 00:00:00;119
yearly;2019-08-01;2020-08-01 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
monthly;2019-08-02;2019-09-02 00:00:00;12
yearly;2019-08-02;2020-08-02 00:00:00;119
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
monthly;2019-08-02;2019-09-02 00:00:00;12
yearly;2019-08-02;2020-08-02 00:00:00;119
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
monthly;2019-08-02;2019-09-02 00:00:00;12
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-02;2020-08-02 00:00:00;119
monthly;2019-08-02;2019-09-02 00:00:00;12
monthly;2019-08-02;2019-09-02 00:00:00;12
yearly;2019-08-02;2020-08-02 00:00:00;119
yearly;2019-08-03;2020-08-03 00:00:00;119
yearly;2019-08-03;2020-08-03 00:00:00;119
yearly;2019-08-03;2020-08-03 00:00:00;119
monthly;2019-08-03;2019-09-03 00:00:00;12
monthly;2019-08-03;2019-09-03 00:00:00;12
monthly;2019-08-03;2019-09-03 00:00:00;12
monthly;2019-08-03;2019-09-03 00:00:00;12
monthly;2019-08-03;2019-09-03 00:00:00;12
yearly;2019-08-03;2020-08-03 00:00:00;119
yearly;2019-08-03;2020-08-03 00:00:00;119
monthly;2019-08-03;2019-09-03 00:00:00;12
monthly;2019-08-03;2019-09-03 00:00:00;12
yearly;2019-08-03;2020-08-03 00:00:00;119
monthly;2019-08-03;2019-09-03 00:00:00;12
yearly;2019-08-03;2020-08-03 00:00:00;119
monthly;2019-08-03;2019-09-03 00:00:00;12
monthly;2019-08-03;2019-09-03 00:00:00;12
monthly;2019-08-03;2019-09-03 00:00:00;12
yearly;2019-08-03;2020-08-03 00:00:00;119
yearly;2019-08-03;2020-08-03 00:00:00;119
yearly;2019-08-03;2020-08-03 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
yearly;2019-08-04;2020-08-04 00:00:00;119
yearly;2019-08-04;2020-08-04 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
yearly;2019-08-04;2020-08-04 00:00:00;119
yearly;2019-08-04;2020-08-04 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
yearly;2019-08-04;2020-08-04 00:00:00;119
yearly;2019-08-04;2020-08-04 00:00:00;119
yearly;2019-08-04;2020-08-04 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
yearly;2019-08-04;2020-08-04 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
yearly;2019-08-04;2020-08-04 00:00:00;119
yearly;2019-08-04;2020-08-04 00:00:00;119
yearly;2019-08-04;2020-08-04 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
yearly;2019-08-04;2020-08-04 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
yearly;2019-08-04;2020-08-04 00:00:00;119
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-04;2019-09-04 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
yearly;2019-08-05;2020-08-05 00:00:00;119
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
yearly;2019-08-05;2020-08-05 00:00:00;119
yearly;2019-08-05;2020-08-05 00:00:00;119
yearly;2019-08-05;2020-08-05 00:00:00;119
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
yearly;2019-08-05;2020-08-05 00:00:00;119
yearly;2019-08-05;2020-08-05 00:00:00;119
monthly;2019-08-05;2019-09-05 00:00:00;12
yearly;2019-08-05;2020-08-05 00:00:00;119
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-05;2019-09-05 00:00:00;12
yearly;2019-08-05;2020-08-05 00:00:00;119
yearly;2019-08-05;2020-08-05 00:00:00;119
yearly;2019-08-05;2020-08-05 00:00:00;119
monthly;2019-08-05;2019-09-05 00:00:00;12
yearly;2019-08-05;2020-08-05 00:00:00;119
monthly;2019-08-05;2019-09-05 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-06;2020-08-06 00:00:00;119
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-06;2020-08-06 00:00:00;119
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-06;2020-08-06 00:00:00;119
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-06;2020-08-06 00:00:00;119
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
yearly;2019-08-06;2020-08-06 00:00:00;119
monthly;2019-08-06;2019-09-06 00:00:00;12
monthly;2019-08-06;2019-09-06 00:00:00;12
yearly;2019-08-07;2020-08-07 00:00:00;119
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
yearly;2019-08-07;2020-08-07 00:00:00;119
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
yearly;2019-08-07;2020-08-07 00:00:00;119
monthly;2019-08-07;2019-09-07 00:00:00;12
yearly;2019-08-07;2020-08-07 00:00:00;119
yearly;2019-08-07;2020-08-07 00:00:00;119
yearly;2019-08-07;2020-08-07 00:00:00;119
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
yearly;2019-08-07;2020-08-07 00:00:00;119
yearly;2019-08-07;2020-08-07 00:00:00;119
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
yearly;2019-08-07;2020-08-07 00:00:00;119
yearly;2019-08-07;2020-08-07 00:00:00;119
monthly;2019-08-07;2019-09-07 00:00:00;12
yearly;2019-08-07;2020-08-07 00:00:00;119
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
monthly;2019-08-07;2019-09-07 00:00:00;12
yearly;2019-08-08;2020-08-08 00:00:00;119
monthly;2019-08-08;2019-09-08 00:00:00;12
yearly;2019-08-08;2020-08-08 00:00:00;119
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
yearly;2019-08-08;2020-08-08 00:00:00;119
yearly;2019-08-08;2020-08-08 00:00:00;119
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
yearly;2019-08-08;2020-08-08 00:00:00;119
yearly;2019-08-08;2020-08-08 00:00:00;119
yearly;2019-08-08;2020-08-08 00:00:00;119
monthly;2019-08-08;2019-09-08 00:00:00;12
yearly;2019-08-08;2020-08-08 00:00:00;119
yearly;2019-08-08;2020-08-08 00:00:00;119
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
monthly;2019-08-08;2019-09-08 00:00:00;12
yearly;2019-08-08;2020-08-08 00:00:00;119
monthly;2019-08-08;2019-09-08 00:00:00;12
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
monthly;2019-08-09;2019-09-09 00:00:00;12
yearly;2019-08-09;2020-08-09 00:00:00;119
yearly;2019-08-09;2020-08-09 00:00:00;119
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
monthly;2019-08-09;2019-09-09 00:00:00;12
yearly;2019-08-09;2020-08-09 00:00:00;119
monthly;2019-08-09;2019-09-09 00:00:00;12
yearly;2019-08-09;2020-08-09 00:00:00;119
monthly;2019-08-09;2019-09-09 00:00:00;12
yearly;2019-08-09;2020-08-09 00:00:00;119
monthly;2019-08-09;2019-09-09 00:00:00;12
yearly;2019-08-10;2020-08-10 00:00:00;119
monthly;2019-08-10;2019-09-10 00:00:00;12
yearly;2019-08-10;2020-08-10 00:00:00;119
monthly;2019-08-10;2019-09-10 00:00:00;12
yearly;2019-08-10;2020-08-10 00:00:00;119
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
yearly;2019-08-10;2020-08-10 00:00:00;119
yearly;2019-08-10;2020-08-10 00:00:00;119
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
yearly;2019-08-10;2020-08-10 00:00:00;119
yearly;2019-08-10;2020-08-10 00:00:00;119
monthly;2019-08-10;2019-09-10 00:00:00;12
yearly;2019-08-10;2020-08-10 00:00:00;119
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-10;2019-09-10 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
yearly;2019-08-11;2020-08-11 00:00:00;119
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-11;2020-08-11 00:00:00;119
monthly;2019-08-11;2019-09-11 00:00:00;12
monthly;2019-08-11;2019-09-11 00:00:00;12
yearly;2019-08-12;2020-08-12 00:00:00;119
monthly;2019-08-12;2019-09-12 00:00:00;12
monthly;2019-08-12;2019-09-12 00:00:00;12
monthly;2019-08-12;2019-09-12 00:00:00;12
monthly;2019-08-12;2019-09-12 00:00:00;12
monthly;2019-08-12;2019-09-12 00:00:00;12
monthly;2019-08-12;2019-09-12 00:00:00;12
yearly;2019-08-12;2020-08-12 00:00:00;119
monthly;2019-08-12;2019-09-12 00:00:00;12
yearly;2019-08-12;2020-08-12 00:00:00;119
yearly;2019-08-12;2020-08-12 00:00:00;119
monthly;2019-08-12;2019-09-12 00:00:00;12
yearly;2019-08-12;2020-08-12 00:00:00;119
monthly;2019-08-12;2019-09-12 00:00:00;12
yearly;2019-08-12;2020-08-12 00:00:00;119
yearly;2019-08-12;2020-08-12 00:00:00;119
monthly;2019-08-12;2019-09-12 00:00:00;12
yearly;2019-08-12;2020-08-12 00:00:00;119
monthly;2019-08-12;2019-09-12 00:00:00;12
yearly;2019-08-12;2020-08-12 00:00:00;119
yearly;2019-08-12;2020-08-12 00:00:00;119
yearly;2019-08-12;2020-08-12 00:00:00;119
monthly;2019-08-12;2019-09-12 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
yearly;2019-08-13;2020-08-13 00:00:00;119
monthly;2019-08-13;2019-09-13 00:00:00;12
yearly;2019-08-13;2020-08-13 00:00:00;119
yearly;2019-08-13;2020-08-13 00:00:00;119
monthly;2019-08-13;2019-09-13 00:00:00;12
yearly;2019-08-13;2020-08-13 00:00:00;119
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
yearly;2019-08-13;2020-08-13 00:00:00;119
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
monthly;2019-08-13;2019-09-13 00:00:00;12
yearly;2019-08-13;2020-08-13 00:00:00;119
monthly;2019-08-13;2019-09-13 00:00:00;12
yearly;2019-08-13;2020-08-13 00:00:00;119
monthly;2019-08-13;2019-09-13 00:00:00;12
yearly;2019-08-13;2020-08-13 00:00:00;119
yearly;2019-08-13;2020-08-13 00:00:00;119
yearly;2019-08-13;2020-08-13 00:00:00;119
yearly;2019-08-13;2020-08-13 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
yearly;2019-08-14;2020-08-14 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
yearly;2019-08-14;2020-08-14 00:00:00;119
yearly;2019-08-14;2020-08-14 00:00:00;119
yearly;2019-08-14;2020-08-14 00:00:00;119
yearly;2019-08-14;2020-08-14 00:00:00;119
yearly;2019-08-14;2020-08-14 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
yearly;2019-08-14;2020-08-14 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
yearly;2019-08-14;2020-08-14 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
yearly;2019-08-14;2020-08-14 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
yearly;2019-08-14;2020-08-14 00:00:00;119
yearly;2019-08-14;2020-08-14 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
yearly;2019-08-14;2020-08-14 00:00:00;119
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-14;2019-09-14 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
monthly;2019-08-15;2019-09-15 00:00:00;12
yearly;2019-08-15;2020-08-15 00:00:00;119
monthly;2019-08-15;2019-09-15 00:00:00;12
