plan;supply_date_start;supply_date_end;amount
yearly;2019-06-07;2020-06-07 00:00:00;119
monthly;2019-06-07;2019-07-07 00:00:00;12
yearly;2019-06-07;2020-06-07 00:00:00;119
yearly;2019-06-07;2020-06-07 00:00:00;119
monthly;2019-06-07;2019-07-07 00:00:00;12
monthly;2019-06-07;2019-07-07 00:00:00;12
yearly;2019-06-07;2020-06-07 00:00:00;119
yearly;2019-06-07;2020-06-07 00:00:00;119
monthly;2019-06-07;2019-07-07 00:00:00;12
yearly;2019-06-07;2020-06-07 00:00:00;119
yearly;2019-06-08;2020-06-08 00:00:00;119
monthly;2019-06-08;2019-07-08 00:00:00;12
yearly;2019-06-08;2020-06-08 00:00:00;119
monthly;2019-06-08;2019-07-08 00:00:00;12
monthly;2019-06-08;2019-07-08 00:00:00;12
yearly;2019-06-08;2020-06-08 00:00:00;119
monthly;2019-06-08;2019-07-08 00:00:00;12
monthly;2019-06-08;2019-07-08 00:00:00;12
yearly;2019-06-08;2020-06-08 00:00:00;119
monthly;2019-06-08;2019-07-08 00:00:00;12
monthly;2019-06-08;2019-07-08 00:00:00;12
monthly;2019-06-09;2019-07-09 00:00:00;12
yearly;2019-06-09;2020-06-09 00:00:00;119
monthly;2019-06-09;2019-07-09 00:00:00;12
yearly;2019-06-09;2020-06-09 00:00:00;119
yearly;2019-06-09;2020-06-09 00:00:00;119
monthly;2019-06-09;2019-07-09 00:00:00;12
yearly;2019-06-09;2020-06-09 00:00:00;119
yearly;2019-06-09;2020-06-09 00:00:00;119
yearly;2019-06-09;2020-06-09 00:00:00;119
monthly;2019-06-09;2019-07-09 00:00:00;12
monthly;2019-06-09;2019-07-09 00:00:00;12
monthly;2019-06-09;2019-07-09 00:00:00;12
monthly;2019-06-09;2019-07-09 00:00:00;12
yearly;2019-06-10;2020-06-10 00:00:00;119
monthly;2019-06-10;2019-07-10 00:00:00;12
monthly;2019-06-10;2019-07-10 00:00:00;12
monthly;2019-06-10;2019-07-10 00:00:00;12
monthly;2019-06-10;2019-07-10 00:00:00;12
monthly;2019-06-10;2019-07-10 00:00:00;12
monthly;2019-06-10;2019-07-10 00:00:00;12
yearly;2019-06-10;2020-06-10 00:00:00;119
yearly;2019-06-10;2020-06-10 00:00:00;119
monthly;2019-06-10;2019-07-10 00:00:00;12
monthly;2019-06-11;2019-07-11 00:00:00;12
monthly;2019-06-11;2019-07-11 00:00:00;12
monthly;2019-06-11;2019-07-11 00:00:00;12
monthly;2019-06-11;2019-07-11 00:00:00;12
monthly;2019-06-11;2019-07-11 00:00:00;12
yearly;2019-06-11;2020-06-11 00:00:00;119
yearly;2019-06-11;2020-06-11 00:00:00;119
monthly;2019-06-11;2019-07-11 00:00:00;12
monthly;2019-06-11;2019-07-11 00:00:00;12
yearly;2019-06-11;2020-06-11 00:00:00;119
monthly;2019-06-11;2019-07-11 00:00:00;12
yearly;2019-06-11;2020-06-11 00:00:00;119
monthly;2019-06-11;2019-07-11 00:00:00;12
yearly;2019-06-12;2020-06-12 00:00:00;119
monthly;2019-06-12;2019-07-12 00:00:00;12
monthly;2019-06-12;2019-07-12 00:00:00;12
monthly;2019-06-12;2019-07-12 00:00:00;12
monthly;2019-06-12;2019-07-12 00:00:00;12
yearly;2019-06-12;2020-06-12 00:00:00;119
monthly;2019-06-12;2019-07-12 00:00:00;12
yearly;2019-06-12;2020-06-12 00:00:00;119
monthly;2019-06-12;2019-07-12 00:00:00;12
yearly;2019-06-12;2020-06-12 00:00:00;119
monthly;2019-06-12;2019-07-12 00:00:00;12
yearly;2019-06-12;2020-06-12 00:00:00;119
monthly;2019-06-12;2019-07-12 00:00:00;12
monthly;2019-06-12;2019-07-12 00:00:00;12
monthly;2019-06-12;2019-07-12 00:00:00;12
monthly;2019-06-12;2019-07-12 00:00:00;12
yearly;2019-06-12;2020-06-12 00:00:00;119
yearly;2019-06-12;2020-06-12 00:00:00;119
yearly;2019-06-12;2020-06-12 00:00:00;119
monthly;2019-06-12;2019-07-12 00:00:00;12
yearly;2019-06-12;2020-06-12 00:00:00;119
monthly;2019-06-12;2019-07-12 00:00:00;12
monthly;2019-06-13;2019-07-13 00:00:00;12
yearly;2019-06-13;2020-06-13 00:00:00;119
monthly;2019-06-13;2019-07-13 00:00:00;12
monthly;2019-06-13;2019-07-13 00:00:00;12
monthly;2019-06-13;2019-07-13 00:00:00;12
yearly;2019-06-13;2020-06-13 00:00:00;119
monthly;2019-06-13;2019-07-13 00:00:00;12
yearly;2019-06-13;2020-06-13 00:00:00;119
monthly;2019-06-13;2019-07-13 00:00:00;12
monthly;2019-06-13;2019-07-13 00:00:00;12
monthly;2019-06-13;2019-07-13 00:00:00;12
yearly;2019-06-13;2020-06-13 00:00:00;119
monthly;2019-06-13;2019-07-13 00:00:00;12
monthly;2019-06-13;2019-07-13 00:00:00;12
monthly;2019-06-14;2019-07-14 00:00:00;12
yearly;2019-06-14;2020-06-14 00:00:00;119
yearly;2019-06-14;2020-06-14 00:00:00;119
monthly;2019-06-14;2019-07-14 00:00:00;12
yearly;2019-06-14;2020-06-14 00:00:00;119
yearly;2019-06-14;2020-06-14 00:00:00;119
monthly;2019-06-14;2019-07-14 00:00:00;12
monthly;2019-06-14;2019-07-14 00:00:00;12
monthly;2019-06-14;2019-07-14 00:00:00;12
yearly;2019-06-14;2020-06-14 00:00:00;119
yearly;2019-06-15;2020-06-15 00:00:00;119
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-15;2019-07-15 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
yearly;2019-06-16;2020-06-16 00:00:00;119
yearly;2019-06-16;2020-06-16 00:00:00;119
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-16;2019-07-16 00:00:00;12
monthly;2019-06-17;2019-07-17 00:00:00;12
yearly;2019-06-17;2020-06-17 00:00:00;119
yearly;2019-06-17;2020-06-17 00:00:00;119
monthly;2019-06-17;2019-07-17 00:00:00;12
monthly;2019-06-17;2019-07-17 00:00:00;12
monthly;2019-06-17;2019-07-17 00:00:00;12
yearly;2019-06-17;2020-06-17 00:00:00;119
monthly;2019-06-17;2019-07-17 00:00:00;12
monthly;2019-06-17;2019-07-17 00:00:00;12
yearly;2019-06-17;2020-06-17 00:00:00;119
yearly;2019-06-17;2020-06-17 00:00:00;119
yearly;2019-06-18;2020-06-18 00:00:00;119
monthly;2019-06-18;2019-07-18 00:00:00;12
yearly;2019-06-18;2020-06-18 00:00:00;119
monthly;2019-06-18;2019-07-18 00:00:00;12
yearly;2019-06-18;2020-06-18 00:00:00;119
monthly;2019-06-18;2019-07-18 00:00:00;12
yearly;2019-06-18;2020-06-18 00:00:00;119
monthly;2019-06-18;2019-07-18 00:00:00;12
yearly;2019-06-18;2020-06-18 00:00:00;119
monthly;2019-06-18;2019-07-18 00:00:00;12
monthly;2019-06-19;2019-07-19 00:00:00;12
monthly;2019-06-19;2019-07-19 00:00:00;12
monthly;2019-06-19;2019-07-19 00:00:00;12
monthly;2019-06-19;2019-07-19 00:00:00;12
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
monthly;2019-06-19;2019-07-19 00:00:00;12
yearly;2019-06-19;2020-06-19 00:00:00;119
monthly;2019-06-19;2019-07-19 00:00:00;12
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
monthly;2019-06-19;2019-07-19 00:00:00;12
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
yearly;2019-06-19;2020-06-19 00:00:00;119
monthly;2019-06-20;2019-07-20 00:00:00;12
monthly;2019-06-20;2019-07-20 00:00:00;12
yearly;2019-06-20;2020-06-20 00:00:00;119
monthly;2019-06-20;2019-07-20 00:00:00;12
yearly;2019-06-20;2020-06-20 00:00:00;119
yearly;2019-06-20;2020-06-20 00:00:00;119
monthly;2019-06-20;2019-07-20 00:00:00;12
yearly;2019-06-20;2020-06-20 00:00:00;119
monthly;2019-06-20;2019-07-20 00:00:00;12
yearly;2019-06-20;2020-06-20 00:00:00;119
monthly;2019-06-20;2019-07-20 00:00:00;12
monthly;2019-06-20;2019-07-20 00:00:00;12
yearly;2019-06-20;2020-06-20 00:00:00;119
monthly;2019-06-20;2019-07-20 00:00:00;12
yearly;2019-06-20;2020-06-20 00:00:00;119
monthly;2019-06-20;2019-07-20 00:00:00;12
yearly;2019-06-21;2020-06-21 00:00:00;119
yearly;2019-06-21;2020-06-21 00:00:00;119
monthly;2019-06-21;2019-07-21 00:00:00;12
monthly;2019-06-21;2019-07-21 00:00:00;12
monthly;2019-06-21;2019-07-21 00:00:00;12
yearly;2019-06-21;2020-06-21 00:00:00;119
monthly;2019-06-21;2019-07-21 00:00:00;12
monthly;2019-06-21;2019-07-21 00:00:00;12
yearly;2019-06-21;2020-06-21 00:00:00;119
monthly;2019-06-21;2019-07-21 00:00:00;12
monthly;2019-06-21;2019-07-21 00:00:00;12
monthly;2019-06-21;2019-07-21 00:00:00;12
monthly;2019-06-21;2019-07-21 00:00:00;12
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
monthly;2019-06-22;2019-07-22 00:00:00;12
monthly;2019-06-22;2019-07-22 00:00:00;12
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
yearly;2019-06-22;2020-06-22 00:00:00;119
monthly;2019-06-22;2019-07-22 00:00:00;12
yearly;2019-06-22;2020-06-22 00:00:00;119
monthly;2019-06-22;2019-07-22 00:00:00;12
monthly;2019-06-22;2019-07-22 00:00:00;12
yearly;2019-06-23;2020-06-23 00:00:00;119
monthly;2019-06-23;2019-07-23 00:00:00;12
monthly;2019-06-23;2019-07-23 00:00:00;12
yearly;2019-06-23;2020-06-23 00:00:00;119
monthly;2019-06-23;2019-07-23 00:00:00;12
yearly;2019-06-23;2020-06-23 00:00:00;119
yearly;2019-06-23;2020-06-23 00:00:00;119
monthly;2019-06-23;2019-07-23 00:00:00;12
yearly;2019-06-23;2020-06-23 00:00:00;119
yearly;2019-06-23;2020-06-23 00:00:00;119
monthly;2019-06-23;2019-07-23 00:00:00;12
monthly;2019-06-23;2019-07-23 00:00:00;12
monthly;2019-06-23;2019-07-23 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
yearly;2019-06-24;2020-06-24 00:00:00;119
yearly;2019-06-24;2020-06-24 00:00:00;119
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
yearly;2019-06-24;2020-06-24 00:00:00;119
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
yearly;2019-06-24;2020-06-24 00:00:00;119
yearly;2019-06-24;2020-06-24 00:00:00;119
NA;NA;NA;NA
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
yearly;2019-06-24;2020-06-24 00:00:00;119
yearly;2019-06-24;2020-06-24 00:00:00;119
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-24;2019-07-24 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
yearly;2019-06-25;2020-06-25 00:00:00;119
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
yearly;2019-06-25;2020-06-25 00:00:00;119
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
yearly;2019-06-25;2020-06-25 00:00:00;119
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2919-31-12;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
yearly;2019-06-25;2020-06-25 00:00:00;119
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
monthly;2019-06-25;2019-07-25 00:00:00;12
yearly;2019-06-25;2020-06-25 00:00:00;119
yearly;2019-06-25;2020-06-25 00:00:00;119
yearly;2019-06-25;2020-06-25 00:00:00;119
monthly;2019-06-25;2019-07-25 00:00:00;12
yearly;2019-06-25;2020-06-25 00:00:00;119
monthly;2019-06-25;2019-07-25 00:00:00;12
yearly;2019-06-26;2020-06-26 00:00:00;119
monthly;2019-06-26;2019-07-26 00:00:00;12
monthly;2019-06-26;2019-07-26 00:00:00;12
yearly;2019-06-26;2020-06-26 00:00:00;119
monthly;2019-06-26;2019-07-26 00:00:00;12
yearly;2019-06-26;2020-06-26 00:00:00;119
yearly;2019-06-26;2020-06-26 00:00:00;119
yearly;2019-06-26;2020-06-26 00:00:00;119
monthly;2019-06-26;2019-07-26 00:00:00;12
monthly;2019-06-26;2019-07-26 00:00:00;12
monthly;2019-06-26;2019-07-26 00:00:00;12
monthly;2019-06-26;2019-07-26 00:00:00;12
monthly;2019-06-26;2019-07-26 00:00:00;12
yearly;2019-06-26;2020-06-26 00:00:00;119
monthly;2019-06-26;2019-07-26 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
monthly;2019-06-27;2019-07-27 00:00:00;12
yearly;2019-06-27;2020-06-27 00:00:00;119
yearly;2019-06-27;2020-06-27 00:00:00;119
yearly;2019-06-27;2020-06-27 00:00:00;119
yearly;2019-06-27;2020-06-27 00:00:00;119
monthly;2019-06-27;2019-07-27 00:00:00;12
yearly;2019-06-27;2020-06-27 00:00:00;119
yearly;2019-06-27;2020-06-27 00:00:00;119
monthly;2019-06-27;2019-07-27 00:00:00;12
yearly;2019-06-28;2020-06-28 00:00:00;119
yearly;2019-06-28;2020-06-28 00:00:00;119
monthly;2019-06-28;2019-07-28 00:00:00;12
yearly;2019-06-28;2020-06-28 00:00:00;119
yearly;2019-06-28;2020-06-28 00:00:00;119
yearly;2019-06-28;2020-06-28 00:00:00;119
yearly;2019-06-28;2020-06-28 00:00:00;119
monthly;2019-06-28;2019-07-28 00:00:00;12
monthly;2019-06-28;2019-07-28 00:00:00;12
yearly;2019-06-28;2020-06-28 00:00:00;119
monthly;2019-06-28;2019-07-28 00:00:00;12
monthly;2019-06-28;2019-07-28 00:00:00;12
monthly;2019-06-28;2019-07-28 00:00:00;12
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
yearly;2019-06-29;2020-06-29 00:00:00;119
yearly;2019-06-29;2020-06-29 00:00:00;119
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-29;2019-07-29 00:00:00;12
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-29;2019-07-29 00:00:00;12
yearly;2019-06-29;2020-06-29 00:00:00;119
yearly;2019-06-29;2020-06-29 00:00:00;119
monthly;2019-06-30;2019-07-30 00:00:00;12
yearly;2019-06-30;2020-06-30 00:00:00;119
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
yearly;2019-06-30;2020-06-30 00:00:00;119
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
yearly;2019-06-30;2020-06-30 00:00:00;119
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
yearly;2019-06-30;2020-06-30 00:00:00;119
monthly;2019-06-30;2019-07-30 00:00:00;12
monthly;2019-06-30;2019-07-30 00:00:00;12
yearly;2019-06-30;2020-06-30 00:00:00;119
monthly;2019-06-30;2019-07-30 00:00:00;12
yearly;2019-06-30;2020-06-30 00:00:00;119
monthly;2019-06-30;2019-07-30 00:00:00;12
yearly;2019-06-30;2020-06-30 00:00:00;119
